Decimal Day (UTC),Jersey Temp (oC),RioVista Temp (oC)
149.0,19.724278846153844,19.04857414448669
150.0,19.804727564102564,19.147243346007606
151.0,20.0001582278481,19.36392045454545
152.0,20.24326135517498,19.680095238095237
153.0,20.43916292974589,19.908563273073266
154.0,20.625074404761904,20.068939393939395
155.0,20.80119581464873,20.144318181818182
156.0,20.842537313432835,20.176136363636363
157.0,20.773621460506703,20.23058712121212
158.0,20.73978978978979,20.30189393939394
159.0,20.75186011904762,20.293655303030302
160.0,20.658028379387602,20.27746212121212
161.0,20.62544642857143,20.27017045454545
162.0,20.77302533532042,20.405776515151516
163.0,20.999478001491426,20.644318181818182
164.0,21.11787584143605,20.81183712121212
165.0,21.231511976047905,20.90473933649289
166.0,21.263988095238098,20.871087786259544
167.0,21.298358208955225,20.882386363636368
168.0,21.45850746268657,21.008193484698914
169.0,21.53690476190476,21.084900284900286
170.0,21.649626307922272,21.220250723240117
171.0,21.78921130952381,21.393243243243244
172.0,21.94315476190476,21.594886363636363
173.0,22.066369047619048,21.717507136060892
174.0,22.082738095238096,21.748200757575756
175.0,22.024422933730452,21.702746212121212
176.0,22.051574212893552,21.746685606060606
177.0,22.120559334845048,21.80522317188984
178.0,22.174999999999997,21.892015209125475
179.0,22.26386217948718,21.966761363636365
180.0,22.435576923076923,22.08323863636364
181.0,22.612179487179485,22.162310606060608
182.0,22.736254019292605,22.246685606060606
183.0,22.741185897435898,22.31496212121212
184.0,22.705186385737438,22.434469696969696
185.0,22.728125,22.510132575757574
186.0,22.693815331010452,22.477229601518026
187.0,22.60287456445993,22.378030303030304
188.0,22.55960034752389,22.326704545454547
189.0,22.569444444444443,22.270549242424238
190.0,22.560452961672475,22.232187201528173
191.0,22.582378472222224,22.23924170616114
192.0,22.58741319444444,22.27718631178707
193.0,22.604166666666668,22.314382896015548
194.0,22.67595486111111,22.429590865842055
195.0,22.73498263888889,22.505587121212123
196.0,22.72615117289314,22.551325757575757
197.0,22.64296943231441,22.54914772727273
198.0,22.617770034843204,22.52611585944919
199.0,22.641789748045177,22.534030418250946
200.0,22.681967213114756,22.556370656370657
201.0,22.717788461538458,22.526335877862593
202.0,22.68620689655172,22.51109004739337
203.0,22.697738287560583,22.533777354900096
204.0,22.727564102564102,22.58919431279621
205.0,22.718669871794873,22.65160984848485
206.0,22.684134615384618,22.644338725023786
207.0,22.616266025641025,22.612500000000004
208.0,22.636858974358976,22.61809523809524
209.0,22.62943063352045,22.626420454545453
210.0,22.605689102564103,22.583317535545024
211.0,22.58020833333333,22.56098484848485
212.0,22.53661858974359,22.521685606060608
213.0,22.52745571658615,22.497632575757574
214.0,22.55412991178829,22.507670454545455
215.0,22.58648431214803,22.549268292682928
216.0,22.44354450681636,22.376303317535545
217.0,22.4063270336894,22.239109848484848
218.0,22.303365384615386,22.118844696969695
219.0,22.30172981878089,22.011798287345385
220.0,22.338244766505635,21.973011363636363
221.0,22.41314102564103,21.979885605338417
222.0,22.461306122448978,22.012727272727275
223.0,22.49695268644747,22.108125577100644
224.0,22.509397590361445,22.24756944444444
225.0,22.58173076923077,22.31650738488271
226.0,22.676602564102566,22.376649305555556
227.0,22.770833333333332,22.465364583333333
228.0,22.814342948717947,22.529166666666665
229.0,22.72261427425822,22.463715277777776
230.0,22.62550443906376,22.39626736111111
231.0,22.525200642054575,22.30329861111111
232.0,22.30684380032206,22.14208695652174
233.0,22.15544871794872,21.99262152777778
234.0,22.17451923076923,21.974479166666665
235.0,22.183360522022838,21.98940972222222
236.0,22.242347826086956,21.964850615114237
237.0,22.230729166666666,22.01024305555556
238.0,22.18246527777778,22.017708333333335
239.0,22.15125977410947,22.00329861111111
240.0,22.11423611111111,21.97421875
241.0,22.05299739357081,21.93897569444444
242.0,22.074334140435834,21.968869565217393
243.0,22.138461538461534,22.052031802120144
244.0,22.202083333333334,22.125781990521325
245.0,22.20184887459807,22.135037878787877
246.0,22.16570281124498,22.12433712121212
247.0,22.09863782051282,22.089204545454546
248.0,22.0525641025641,22.026420454545455
249.0,22.107903225806453,21.99308712121212
250.0,22.124839743589746,21.94498106060606
251.0,22.12323717948718,21.921590909090913
252.0,22.088541666666668,21.872079772079772
253.0,22.022916666666667,21.85034013605442
254.0,21.93902243589744,21.740568720379144
255.0,21.82885852090032,21.596641791044775
256.0,21.726506024096384,21.423263888888886
257.0,21.60807102502018,21.296354166666667
258.0,21.417067307692307,21.072743055555556
259.0,21.327403846153846,20.94548611111111
260.0,21.255252606255013,20.82986111111111
261.0,21.181109324758843,20.710416666666664
262.0,21.20184294871795,20.6625
263.0,21.230837359098228,20.6537925021796
264.0,21.156109324758845,20.556657963446472
265.0,21.087540192926046,20.432552083333334
266.0,21.084819277108434,20.415633187772926
267.0,21.05317269076305,20.41310763888889
268.0,20.99102564102564,20.334809027777776
269.0,20.92636217948718,20.23498263888889
270.0,20.896551724137932,20.17899305555555
271.0,20.835445068163594,20.093229166666667
272.0,20.727564102564102,19.996740088105728
273.0,20.58589846897663,19.84016544117647
274.0,20.428479485116654,19.650000000000002
275.0,20.341666666666665,19.552992277992278
276.0,20.173560421735605,19.3500946969697
277.0,20.05280448717949,19.187582938388623
278.0,19.95811897106109,19.04157196969697
279.0,19.89110576923077,18.918939393939397
280.0,19.785496794871797,18.814393939393938
281.0,19.61201923076923,18.677083333333332
282.0,19.413141025641025,18.524151309408342
283.0,19.292708333333334,18.434374999999996
284.0,19.11017628205128,18.290151515151514
285.0,18.957371794871793,18.1342803030303
286.0,18.91025641025641,18.06344696969697
287.0,18.84903846153846,17.96780303030303
288.0,18.790785256410256,17.92623106060606
289.0,18.74959677419355,17.94157196969697
290.0,18.676041666666666,17.924621212121213
291.0,18.65048076923077,17.875662878787878
292.0,18.635576923076922,17.869266480965646
293.0,18.54349919743178,17.85439512619669
294.0,18.462369057211927,17.805729166666666
295.0,18.37719580983078,17.73793402777778
296.0,18.251201923076923,17.62092013888889
297.0,18.123496391339213,17.49461805555556
298.0,17.97996794871795,17.340592334494772
299.0,17.759855769230768,17.13219895287958
300.0,17.520819935691318,16.942621527777778
301.0,17.42780448717949,16.827880386983292
302.0,17.308253205128207,16.67092013888889
303.0,17.189709543568462,16.559982638888886
304.0,17.14528605962933,16.44694589877836
305.0,16.988755020080323,16.266319444444445
306.0,16.8459807073955,16.087760416666665
307.0,16.656260032102725,15.85755458515284
308.0,16.48044871794872,15.65451388888889
309.0,16.37291666666667,15.506684027777775
310.0,16.279373996789726,15.383072916666666
311.0,16.106490384615388,15.22776327241079
312.0,15.89767628205128,15.036631944444444
313.0,15.669540692989525,14.845399305555556
314.0,15.487580128205128,14.698611111111108
315.0,15.355493183640737,14.606211180124225
316.0,15.267147435897437,14.461464690496948
317.0,15.170352564102563,14.402946428571427
318.0,15.052564102564101,14.409478672985784
319.0,14.894791666666666,14.100347523892268
320.0,14.70781627719581,13.914409722222222
321.0,14.55571658615137,13.770531822144724
322.0,14.397497982243745,13.614943527367506
323.0,14.261767068273093,13.472222222222221
324.0,14.0776886035313,13.306684027777777
325.0,13.912028869286289,13.15720486111111
326.0,13.795749799518845,13.059613696224757
327.0,13.672654370489177,12.893657688966117
328.0,13.511316211878011,12.665998256320838
329.0,13.337610264635124,12.465128660159717
330.0,13.123317307692307,12.264322916666666
331.0,12.897094430992736,12.10008695652174
332.0,12.73349358974359,12.007000000000001
333.0,12.557108433734939,11.821354166666667
334.0,12.336144578313252,11.669010416666667
335.0,12.125823353293413,11.544270833333334
336.0,12.00982142857143,11.389759572573464
337.0,11.786462228870606,11.266840277777778
338.0,11.650818452380953,11.09236111111111
339.0,11.545569620253165,11.039520426287744
340.0,11.481533879374535,11.114015151515153
341.0,11.376865671641792,11.08549323017408
342.0,11.272598659717051,10.915369836695485
343.0,11.207778608825729,10.928503787878785
344.0,11.146875,10.886742424242426
345.0,10.95984496124031,10.831344696969698
346.0,10.991145833333334,10.74933712121212
347.0,10.87529761904762,10.622064393939393
348.0,10.750558451228592,10.463825757575757
349.0,10.594756554307116,10.264488636363636
350.0,10.462844378257632,10.041699604743084
351.0,10.348281016442451,9.91034155597723
352.0,10.27897091722595,9.836458333333335
353.0,10.129157345264728,9.713920454545455
354.0,10.025149253731344,9.606155303030304
355.0,9.91875,9.507196969696968
356.0,9.80922619047619,9.435227272727273
357.0,9.751600893521964,9.421875000000002
358.0,9.626860119047619,9.404924242424244
359.0,9.467660208643816,9.332481060606058
360.0,9.3484375,9.21998106060606
361.0,9.270223880597015,9.070493358633776
362.0,9.233854166666665,8.935714285714285
363.0,9.157442034405385,8.744886363636363
364.0,9.075892857142858,8.541098484848485
