#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 09 20 14 40 326  4.3  5.5  1.57  7.69  5.79 310 1011.9  12.5  12.4 999.0 99.0 99.00 
2018 09 20 14 50 327  3.8  5.7 99.00 99.00 99.00 999 1012.0  12.5  12.4 999.0 99.0 99.00 
2018 09 20 15 00 323  3.7  4.8 99.00 99.00 99.00 999 1012.1  12.5  12.4 999.0 99.0 99.00 
2018 09 20 15 10 316  3.8  5.1 99.00 99.00 99.00 999 1012.1  12.5  12.4 999.0 99.0 99.00 
2018 09 20 15 20 319  3.6  5.0 99.00 99.00 99.00 999 1012.2  12.5  12.4 999.0 99.0 99.00 
2018 09 20 15 30 321  4.0  5.3 99.00 99.00 99.00 999 1012.3  12.5  12.4 999.0 99.0 99.00 
2018 09 20 15 40 310  4.5  6.2  1.57 12.12  5.96 284 1012.3  12.4  12.4 999.0 99.0 99.00 
2018 09 20 15 50 321  4.5  6.1 99.00 99.00 99.00 999 1012.3  12.4  12.4 999.0 99.0 99.00 
2018 09 20 16 00 313  4.9  6.3 99.00 99.00 99.00 999 1012.4  12.4  12.4 999.0 99.0 99.00 
2018 09 20 16 10 313  4.9  6.1 99.00 99.00 99.00 999 1012.3  12.3  12.4 999.0 99.0 99.00 
2018 09 20 16 20 326  4.2  5.4 99.00 99.00 99.00 999 1012.4  12.5  12.4 999.0 99.0 99.00 
2018 09 20 16 30 322  4.1  5.3 99.00 99.00 99.00 999 1012.4  12.5  12.4 999.0 99.0 99.00 
2018 09 20 16 40 311  4.3  5.6  1.48 11.43  5.88 288 1012.6  12.4  12.4 999.0 99.0 99.00 
2018 09 20 16 50 307  4.6  6.0 99.00 99.00 99.00 999 1012.7  12.4  12.4 999.0 99.0 99.00 
2018 09 20 17 00 309  4.4  5.8 99.00 99.00 99.00 999 1012.7  12.5  12.4 999.0 99.0 99.00 
2018 09 20 17 10 308  4.9  6.3 99.00 99.00 99.00 999 1012.8  12.5  12.4 999.0 99.0 99.00 
2018 09 20 17 20 316  5.4  6.8 99.00 99.00 99.00 999 1012.9  12.5  12.4 999.0 99.0 99.00 
2018 09 20 17 30 316  5.3  6.4 99.00 99.00 99.00 999 1012.9  12.4  12.4 999.0 99.0 99.00 
2018 09 20 17 40 311  4.8  6.0  1.39 11.43  5.79 292 1013.0  12.4  12.5 999.0 99.0 99.00 
2018 09 20 17 50 313  5.3  6.4 99.00 99.00 99.00 999 1013.1  12.4  12.5 999.0 99.0 99.00 
2018 09 20 18 00 311  5.2  6.4 99.00 99.00 99.00 999 1013.0  12.5  12.5 999.0 99.0 99.00 
2018 09 20 18 10 312  5.3  6.6 99.00 99.00 99.00 999 1013.0  12.4  12.5 999.0 99.0 99.00 
2018 09 20 18 20 312  5.9  6.9 99.00 99.00 99.00 999 1012.9  12.4  12.5 999.0 99.0 99.00 
2018 09 20 18 30 310  5.4  6.5 99.00 99.00 99.00 999 1013.0  12.4  12.5 999.0 99.0 99.00 
2018 09 20 18 40 310  5.6  7.0  1.37  7.14  5.83 301 1013.0  12.4  12.6 999.0 99.0 99.00 
2018 09 20 18 50 308  6.0  7.5 99.00 99.00 99.00 999 1013.0  12.5  12.6 999.0 99.0 99.00 
2018 09 20 19 00 308  6.2  7.4 99.00 99.00 99.00 999 1012.9  12.5  12.6 999.0 99.0 99.00 
2018 09 20 19 10 309  6.1  7.7 99.00 99.00 99.00 999 1012.8  12.5  12.6 999.0 99.0 99.00 
2018 09 20 19 20 311  6.0  7.2 99.00 99.00 99.00 999 1012.7  12.4  12.6 999.0 99.0 99.00 
2018 09 20 19 30 309  6.4  7.9 99.00 99.00 99.00 999 1012.7  12.5  12.6 999.0 99.0 99.00 
2018 09 20 19 40 311  6.4  7.8  1.35 11.43  5.74 290 1012.7  12.5  12.6 999.0 99.0 99.00 
2018 09 20 19 50 310  6.6  7.9 99.00 99.00 99.00 999 1012.5  12.5  12.6 999.0 99.0 99.00 
2018 09 20 20 00 310  6.7  8.3 99.00 99.00 99.00 999 1012.5  12.5  12.7 999.0 99.0 99.00 
2018 09 20 20 10 312  6.2  7.7 99.00 99.00 99.00 999 1012.5  12.6  12.7 999.0 99.0 99.00 
2018 09 20 20 20 311  6.0  7.4 99.00 99.00 99.00 999 1012.4  12.6  12.7 999.0 99.0 99.00 
2018 09 20 20 30 311  6.1  7.4 99.00 99.00 99.00 999 1012.4  12.6  12.7 999.0 99.0 99.00 
2018 09 20 20 40 308  6.4  8.1  1.30  8.33  5.63 300 1012.3  12.6  12.7 999.0 99.0 99.00 
2018 09 20 20 50 308  6.6  8.1 99.00 99.00 99.00 999 1012.3  12.6  12.7 999.0 99.0 99.00 
2018 09 20 21 00 307  6.4  7.6 99.00 99.00 99.00 999 1012.2  12.6  12.7 999.0 99.0 99.00 
2018 09 20 21 10 307  6.7  8.1 99.00 99.00 99.00 999 1012.2  12.6  12.8 999.0 99.0 99.00 
2018 09 20 21 20 307  6.8  8.5 99.00 99.00 99.00 999 1012.1  12.7  12.8 999.0 99.0 99.00 
2018 09 20 21 30 309  6.6  8.0 99.00 99.00 99.00 999 1012.0  12.7  12.8 999.0 99.0 99.00 
2018 09 20 21 40 309  6.3  7.5  1.29 10.81  5.63 289 1012.0  12.7  12.8 999.0 99.0 99.00 
2018 09 20 21 50 306  6.5  7.7 99.00 99.00 99.00 999 1011.9  12.7  12.8 999.0 99.0 99.00 
2018 09 20 22 00 308  6.2  7.7 99.00 99.00 99.00 999 1011.9  12.7  12.8 999.0 99.0 99.00 
2018 09 20 22 10 311  6.0  7.5 99.00 99.00 99.00 999 1011.8  12.7  12.8 999.0 99.0 99.00 
2018 09 20 22 20 311  5.6  6.9 99.00 99.00 99.00 999 1011.7  12.7  12.8 999.0 99.0 99.00 
2018 09 20 22 30 308  5.6  7.1 99.00 99.00 99.00 999 1011.7  12.7 999.0 999.0 99.0 99.00 
2018 09 20 22 40 310  5.6  6.9  1.46  9.09  6.08 302 1011.5  12.8  12.8 999.0 99.0 99.00 
2018 09 20 22 50 307  5.4  6.5 99.00 99.00 99.00 999 1011.5  12.8  12.9 999.0 99.0 99.00 
2018 09 20 23 00 306  5.5  6.9 99.00 99.00 99.00 999 1011.5  12.8  12.9 999.0 99.0 99.00 
2018 09 20 23 10 303  5.9  7.5 99.00 99.00 99.00 999 1011.4  12.8  12.9 999.0 99.0 99.00 
2018 09 20 23 20 303  5.7  7.3 99.00 99.00 99.00 999 1011.4  12.8  12.9 999.0 99.0 99.00 
2018 09 20 23 30 306  5.7  7.0 99.00 99.00 99.00 999 1011.4  12.7  12.9 999.0 99.0 99.00 
2018 09 20 23 40 306  5.7  7.1  1.50  8.33  6.35 296 1011.4  12.8  12.9 999.0 99.0 99.00 
2018 09 20 23 50 309  5.5  7.2 99.00 99.00 99.00 999 1011.4  12.8  12.9 999.0 99.0 99.00 
2018 09 21 00 00 308  5.4  6.9 99.00 99.00 99.00 999 1011.4  12.8  12.9 999.0 99.0 99.00 
2018 09 21 00 10 307  5.8  7.5 99.00 99.00 99.00 999 1011.2  12.8  12.9 999.0 99.0 99.00 
2018 09 21 00 20 307  5.9  7.9 99.00 99.00 99.00 999 1011.2  12.8  12.9 999.0 99.0 99.00 
2018 09 21 00 30 306  6.6  8.5 99.00 99.00 99.00 999 1011.3  12.9  12.9 999.0 99.0 99.00 
2018 09 21 00 40 307  6.9  8.7  1.48  9.09  5.99 289 1011.2  12.9  12.9 999.0 99.0 99.00 
2018 09 21 00 50 309  6.7  8.6 99.00 99.00 99.00 999 1011.0  12.9  12.9 999.0 99.0 99.00 
2018 09 21 01 00 310  6.7  8.8 99.00 99.00 99.00 999 1011.0  12.9  12.9 999.0 99.0 99.00 
2018 09 21 01 10 312  6.6  7.9 99.00 99.00 99.00 999 1010.9  12.9  12.9 999.0 99.0 99.00 
2018 09 21 01 20 312  6.7  8.8 99.00 99.00 99.00 999 1011.0  12.9  12.9 999.0 99.0 99.00 
2018 09 21 01 30 312  6.3  8.0 99.00 99.00 99.00 999 1011.0  12.8  12.8 999.0 99.0 99.00 
2018 09 21 01 40 312  5.9  7.2  1.60  8.33  6.07 295 1011.0  12.8  12.8 999.0 99.0 99.00 
2018 09 21 01 50 312  5.7  7.2 99.00 99.00 99.00 999 1011.0  12.8  12.8 999.0 99.0 99.00 
2018 09 21 02 00 308  5.6  7.2 99.00 99.00 99.00 999 1011.0  12.8  12.8 999.0 99.0 99.00 
2018 09 21 02 10 304  5.7  7.2 99.00 99.00 99.00 999 1011.0  12.7  12.8 999.0 99.0 99.00 
2018 09 21 02 20 303  5.9  7.6 99.00 99.00 99.00 999 1011.0  12.7  12.8 999.0 99.0 99.00 
2018 09 21 02 30 305  5.6  7.0 99.00 99.00 99.00 999 1011.1  12.6  12.8 999.0 99.0 99.00 
2018 09 21 02 40 307  5.4  6.9  1.48  9.09  6.03 298 1011.2  12.6  12.8 999.0 99.0 99.00 
2018 09 21 02 50 308  5.7  7.2 99.00 99.00 99.00 999 1011.2  12.6  12.8 999.0 99.0 99.00 
2018 09 21 03 00 308  5.7  7.1 99.00 99.00 99.00 999 1011.3  12.6  12.8 999.0 99.0 99.00 
2018 09 21 03 10 308  5.5  6.6 99.00 99.00 99.00 999 1011.3  12.6  12.8 999.0 99.0 99.00 
2018 09 21 03 20 311  5.5  6.8 99.00 99.00 99.00 999 1011.3  12.6  12.8 999.0 99.0 99.00 
2018 09 21 03 30 323  5.0  6.3 99.00 99.00 99.00 999 1011.4  12.7  12.8 999.0 99.0 99.00 
2018 09 21 03 40 324  4.0  5.6  1.44  8.33  6.13 290 1011.6  12.7  12.8 999.0 99.0 99.00 
2018 09 21 03 50 332  3.4  4.6 99.00 99.00 99.00 999 1011.7  12.7  12.8 999.0 99.0 99.00 
2018 09 21 04 00 331  2.8  3.9 99.00 99.00 99.00 999 1011.7  12.7  12.8 999.0 99.0 99.00 
2018 09 21 04 10 351  2.2  3.2 99.00 99.00 99.00 999 1011.6  12.7  12.8 999.0 99.0 99.00 
2018 09 21 04 20  12  1.2  2.2 99.00 99.00 99.00 999 1011.6  12.8  12.8 999.0 99.0 99.00 
2018 09 21 04 30   1  0.4  1.2 99.00 99.00 99.00 999 1011.8  12.8  12.8 999.0 99.0 99.00 
2018 09 21 04 40 271  1.2  2.7  1.37  7.69  6.21 299 1012.0  12.8  12.8 999.0 99.0 99.00 
2018 09 21 04 50 262  1.8  3.4 99.00 99.00 99.00 999 1012.0  12.7  12.8 999.0 99.0 99.00 
2018 09 21 05 00 242  1.3  1.9 99.00 99.00 99.00 999 1012.1  12.6  12.8 999.0 99.0 99.00 
2018 09 21 05 10 237  1.2  1.8 99.00 99.00 99.00 999 1012.0  12.6  12.8 999.0 99.0 99.00 
2018 09 21 05 20 252  1.0  1.8 99.00 99.00 99.00 999 1012.1  12.6  12.8 999.0 99.0 99.00 
2018 09 21 05 30 248  1.1  2.0 99.00 99.00 99.00 999 1011.9  12.5  12.8 999.0 99.0 99.00 
2018 09 21 05 40 252  1.4  2.3  1.33  9.09  6.10 296 1012.0  12.5  12.8 999.0 99.0 99.00 
2018 09 21 05 50 236  1.2  1.9 99.00 99.00 99.00 999 1011.8  12.5  12.8 999.0 99.0 99.00 
2018 09 21 06 00 238  1.0  1.8 99.00 99.00 99.00 999 1012.0  12.5  12.8 999.0 99.0 99.00 
2018 09 21 06 10 255  1.4  2.5 99.00 99.00 99.00 999 1012.0  12.5  12.8 999.0 99.0 99.00 
2018 09 21 06 20 293  1.9  3.2 99.00 99.00 99.00 999 1012.0  12.5  12.8 999.0 99.0 99.00 
2018 09 21 06 30 297  1.7  2.6 99.00 99.00 99.00 999 1011.9  12.5  12.8 999.0 99.0 99.00 
2018 09 21 06 40 280  2.0  3.3  1.22  8.33  6.14 301 1012.0  12.4  12.8 999.0 99.0 99.00 
2018 09 21 06 50 281  2.3  3.5 99.00 99.00 99.00 999 1011.8  12.4  12.8 999.0 99.0 99.00 
2018 09 21 07 00 283  2.4  3.4 99.00 99.00 99.00 999 1012.0  12.5  12.8 999.0 99.0 99.00 
2018 09 21 07 10 284  2.4  3.8 99.00 99.00 99.00 999 1012.1  12.5  12.8 999.0 99.0 99.00 
2018 09 21 07 20 293  2.7  4.2 99.00 99.00 99.00 999 1012.3  12.5  12.8 999.0 99.0 99.00 
2018 09 21 07 30 310  1.8  2.8 99.00 99.00 99.00 999 1012.3  12.5  12.8 999.0 99.0 99.00 
2018 09 21 07 40 341  1.5  2.2  1.34  7.69  6.26 296 1012.3  12.5  12.7 999.0 99.0 99.00 
2018 09 21 07 50   7  1.5  2.0 99.00 99.00 99.00 999 1012.1  12.6  12.7 999.0 99.0 99.00 
2018 09 21 08 00   6  1.4  2.0 99.00 99.00 99.00 999 1012.0  12.6  12.7 999.0 99.0 99.00 
2018 09 21 08 10 352  1.8  2.5 99.00 99.00 99.00 999 1012.0  12.6  12.7 999.0 99.0 99.00 
2018 09 21 08 20 353  1.5  2.3 99.00 99.00 99.00 999 1012.1  12.7  12.7 999.0 99.0 99.00 
2018 09 21 08 30   4  1.2  1.7 99.00 99.00 99.00 999 1012.1  12.7  12.7 999.0 99.0 99.00 
2018 09 21 08 40  26  0.9  1.5  1.36  8.33  6.65 300 1012.1  12.7  12.7 999.0 99.0 99.00 
2018 09 21 08 50  45  0.4  1.0 99.00 99.00 99.00 999 1012.2  12.7  12.7 999.0 99.0 99.00 
2018 09 21 09 00  82  0.4  1.3 99.00 99.00 99.00 999 1012.1  12.7  12.7 999.0 99.0 99.00 
2018 09 21 09 10 247  0.2  1.2 99.00 99.00 99.00 999 1012.2  12.7  12.6 999.0 99.0 99.00 
2018 09 21 09 20 281  1.6  2.5 99.00 99.00 99.00 999 1012.3  12.7  12.6 999.0 99.0 99.00 
2018 09 21 09 30 300  1.7  2.9 99.00 99.00 99.00 999 1012.4  12.6  12.6 999.0 99.0 99.00 
2018 09 21 09 40 323  1.8  2.8  1.36 10.00  6.50 301 1012.4  12.5  12.6 999.0 99.0 99.00 
2018 09 21 09 50 339  1.0  2.3 99.00 99.00 99.00 999 1012.4  12.5  12.6 999.0 99.0 99.00 
2018 09 21 10 00 328  0.4  1.1 99.00 99.00 99.00 999 1012.4  12.5  12.6 999.0 99.0 99.00 
2018 09 21 10 10 334  0.4  1.1 99.00 99.00 99.00 999 1012.3  12.6  12.6 999.0 99.0 99.00 
2018 09 21 10 20 335  0.5  1.1 99.00 99.00 99.00 999 1012.2  12.5  12.6 999.0 99.0 99.00 
2018 09 21 10 30  54  0.2  1.0 99.00 99.00 99.00 999 1012.1  12.5  12.6 999.0 99.0 99.00 
2018 09 21 10 40  19  0.6  1.8  1.35  9.09  6.50 314 1012.2  12.6  12.6 999.0 99.0 99.00 
2018 09 21 10 50 334  0.4  1.4 99.00 99.00 99.00 999 1012.3  12.5  12.6 999.0 99.0 99.00 
2018 09 21 11 00 105  1.2  2.2 99.00 99.00 99.00 999 1012.3  12.7  12.6 999.0 99.0 99.00 
2018 09 21 11 10 188  0.5  1.5 99.00 99.00 99.00 999 1012.4  12.7  12.6 999.0 99.0 99.00 
2018 09 21 11 20 253  1.4  2.8 99.00 99.00 99.00 999 1012.5  12.6  12.6 999.0 99.0 99.00 
2018 09 21 11 30 280  2.0  2.9 99.00 99.00 99.00 999 1012.6  12.5  12.5 999.0 99.0 99.00 
2018 09 21 11 40 300  1.2  2.3  1.30  9.09  6.54 310 1012.7  12.5  12.5 999.0 99.0 99.00 
2018 09 21 11 50 312  0.9  1.5 99.00 99.00 99.00 999 1012.7  12.5  12.5 999.0 99.0 99.00 
2018 09 21 12 00 310  0.9  1.5 99.00 99.00 99.00 999 1012.8  12.4  12.5 999.0 99.0 99.00 
2018 09 21 12 10 298  1.2  2.0 99.00 99.00 99.00 999 1012.9  12.4  12.5 999.0 99.0 99.00 
2018 09 21 12 20 295  0.9  1.7 99.00 99.00 99.00 999 1012.8  12.4  12.5 999.0 99.0 99.00 
2018 09 21 12 30 290  1.1  1.9 99.00 99.00 99.00 999 1012.9  12.4  12.5 999.0 99.0 99.00 
2018 09 21 12 40 296  1.3  2.0  1.29  8.33  6.57 317 1013.0  12.3  12.5 999.0 99.0 99.00 
2018 09 21 12 50 319  0.4  1.2 99.00 99.00 99.00 999 1013.0  12.3  12.5 999.0 99.0 99.00 
2018 09 21 13 00 327  0.3  1.0 99.00 99.00 99.00 999 1013.2  12.3  12.5 999.0 99.0 99.00 
2018 09 21 13 10  22  0.6  1.1 99.00 99.00 99.00 999 1013.2  12.3  12.5 999.0 99.0 99.00 
2018 09 21 13 20  58  0.6  1.4 99.00 99.00 99.00 999 1013.3  12.3  12.4 999.0 99.0 99.00 
2018 09 21 13 30 100  0.9  1.7 99.00 99.00 99.00 999 1013.4  12.3  12.4 999.0 99.0 99.00 
2018 09 21 13 40 111  0.5  1.3  1.17 10.00  6.31 301 1013.5  12.3  12.4 999.0 99.0 99.00 
2018 09 21 13 50  57  0.0  0.7 99.00 99.00 99.00 999 1013.7  12.2  12.4 999.0 99.0 99.00 
2018 09 21 14 00  77  0.9  2.2 99.00 99.00 99.00 999 1013.8  12.3  12.4 999.0 99.0 99.00 
2018 09 21 14 10 108  1.8  2.8 99.00 99.00 99.00 999 1014.0  12.4  12.4 999.0 99.0 99.00 
2018 09 21 14 20 130  2.3  3.4 99.00 99.00 99.00 999 1014.0  12.5  12.4 999.0 99.0 99.00 
2018 09 21 14 30 146  2.7  3.9 99.00 99.00 99.00 999 1014.0  12.5  12.4 999.0 99.0 99.00 
2018 09 21 14 40 166  2.3  3.3  1.15  8.33  6.36 309 1014.3  12.5  12.4 999.0 99.0 99.00 
2018 09 21 14 50 177  1.6  2.4 99.00 99.00 99.00 999 1014.4  12.5  12.4 999.0 99.0 99.00 
2018 09 21 15 00 176  1.5  2.0 99.00 99.00 99.00 999 1014.6  12.6  12.4 999.0 99.0 99.00 
2018 09 21 15 10 175  1.9  2.7 99.00 99.00 99.00 999 1014.7  12.6  12.5 999.0 99.0 99.00 
2018 09 21 15 20 172  2.0  2.7 99.00 99.00 99.00 999 1014.9  12.6  12.5 999.0 99.0 99.00 
2018 09 21 15 30 172  1.9  2.5 99.00 99.00 99.00 999 1015.1  12.6  12.5 999.0 99.0 99.00 
2018 09 21 15 40 175  1.5  2.2  1.20  8.33  6.29 303 1015.2  12.6  12.5 999.0 99.0 99.00 
2018 09 21 15 50 182  1.4  1.9 99.00 99.00 99.00 999 1015.3  12.7  12.5 999.0 99.0 99.00 
2018 09 21 16 00 173  1.3  1.8 99.00 99.00 99.00 999 1015.4  12.9  12.5 999.0 99.0 99.00 
2018 09 21 16 10 153  1.4  2.3 99.00 99.00 99.00 999 1015.4  13.0  12.5 999.0 99.0 99.00 
2018 09 21 16 20 142  1.5  2.6 99.00 99.00 99.00 999 1015.4  13.0  12.5 999.0 99.0 99.00 
2018 09 21 16 30 153  1.3  2.3 99.00 99.00 99.00 999 1015.4  13.2  12.6 999.0 99.0 99.00 
2018 09 21 16 40 181  1.8  2.9  1.12  9.09  6.40 300 1015.6  13.5  12.5 999.0 99.0 99.00 
2018 09 21 16 50 180  3.8  5.9 99.00 99.00 99.00 999 1015.7  13.9  12.6 999.0 99.0 99.00 
2018 09 21 17 00 166  3.9  5.1 99.00 99.00 99.00 999 1015.9  14.1  12.6 999.0 99.0 99.00 
2018 09 21 17 10 158  3.8  6.6 99.00 99.00 99.00 999 1016.1  14.0  12.7 999.0 99.0 99.00 
2018 09 21 17 20 161  7.0  8.9 99.00 99.00 99.00 999 1016.2  13.1  12.7 999.0 99.0 99.00 
2018 09 21 17 30 173  6.9  8.6 99.00 99.00 99.00 999 1016.3  12.6  12.6 999.0 99.0 99.00 
2018 09 21 17 40 170  7.0  8.4  1.08  7.69  6.16 306 1016.4  12.5  12.6 999.0 99.0 99.00 
2018 09 21 17 50 173  6.3  8.8 99.00 99.00 99.00 999 1016.5  12.5  12.6 999.0 99.0 99.00 
2018 09 21 18 00 177  6.2  7.9 99.00 99.00 99.00 999 1016.5  12.5  12.6 999.0 99.0 99.00 
2018 09 21 18 10 173  6.2  8.5 99.00 99.00 99.00 999 1016.7  12.6  12.6 999.0 99.0 99.00 
2018 09 21 18 20 171  6.2  8.1 99.00 99.00 99.00 999 1016.6  12.6  12.5 999.0 99.0 99.00 
2018 09 21 18 30 170  6.3  8.1 99.00 99.00 99.00 999 1016.8  12.7  12.5 999.0 99.0 99.00 
2018 09 21 18 40 174  6.4  8.0  1.21  8.33  5.20 301 1016.9  12.6  12.5 999.0 99.0 99.00 
2018 09 21 18 50 173  5.4  6.8 99.00 99.00 99.00 999 1017.0  12.7  12.5 999.0 99.0 99.00 
2018 09 21 19 00 169  5.3  6.6 99.00 99.00 99.00 999 1017.0  12.8  12.5 999.0 99.0 99.00 
2018 09 21 19 10 167  5.5  6.8 99.00 99.00 99.00 999 1017.0  13.0  12.5 999.0 99.0 99.00 
2018 09 21 19 20 162  5.5  6.9 99.00 99.00 99.00 999 1017.0  13.0  12.5 999.0 99.0 99.00 
2018 09 21 19 30 164  6.2  8.1 99.00 99.00 99.00 999 1016.9  13.0  12.5 999.0 99.0 99.00 
2018 09 21 19 40 167  5.5  6.9  1.19  7.69  5.15 304 1017.0  13.1  12.4 999.0 99.0 99.00 
2018 09 21 19 50 166  5.3  6.7 99.00 99.00 99.00 999 1016.9  13.1  12.4 999.0 99.0 99.00 
2018 09 21 20 00 163  5.9  7.6 99.00 99.00 99.00 999 1016.9  13.1  12.4 999.0 99.0 99.00 
2018 09 21 20 10 160  4.5  5.9 99.00 99.00 99.00 999 1016.8  13.1  12.4 999.0 99.0 99.00 
2018 09 21 20 20 161  4.3  5.5 99.00 99.00 99.00 999 1016.8  13.1  12.5 999.0 99.0 99.00 
2018 09 21 20 30 159  4.1  5.0 99.00 99.00 99.00 999 1016.8  13.2  12.5 999.0 99.0 99.00 
2018 09 21 20 40 160  3.9  5.3  1.30  8.33  5.59 305 1016.8  13.2  12.5 999.0 99.0 99.00 
2018 09 21 20 50 165  3.5  5.0 99.00 99.00 99.00 999 1016.8  13.2  12.5 999.0 99.0 99.00 
2018 09 21 21 00 164  3.6  4.8 99.00 99.00 99.00 999 1016.8  13.3  12.6 999.0 99.0 99.00 
2018 09 21 21 10 161  3.5  4.8 99.00 99.00 99.00 999 1016.8  13.3  12.6 999.0 99.0 99.00 
2018 09 21 21 20 155  3.4  4.3 99.00 99.00 99.00 999 1016.7  13.3  12.6 999.0 99.0 99.00 
2018 09 21 21 30 159  3.3  4.5 99.00 99.00 99.00 999 1016.7  13.3  12.6 999.0 99.0 99.00 
2018 09 21 21 40 160  3.5  4.4  1.30  8.33  5.68 305 1016.5  13.3  12.5 999.0 99.0 99.00 
2018 09 21 21 50 157  3.4  4.4 99.00 99.00 99.00 999 1016.5  13.3  12.6 999.0 99.0 99.00 
2018 09 21 22 00 154  3.4  4.2 99.00 99.00 99.00 999 1016.3  13.4  12.6 999.0 99.0 99.00 
2018 09 21 22 10 152  3.3  4.3 99.00 99.00 99.00 999 1016.1  13.4  12.5 999.0 99.0 99.00 
2018 09 21 22 20 143  3.1  4.0 99.00 99.00 99.00 999 1016.1  13.4  12.5 999.0 99.0 99.00 
2018 09 21 22 30 142  3.2  4.2 99.00 99.00 99.00 999 1015.9  13.4  12.6 999.0 99.0 99.00 
2018 09 21 22 40 145  3.0  4.1  1.23  7.14  5.70 304 1015.9  13.5  12.6 999.0 99.0 99.00 
2018 09 21 22 50 147  2.5  3.5 99.00 99.00 99.00 999 1016.0  13.5  12.6 999.0 99.0 99.00 
2018 09 21 23 00 157  2.1  3.1 99.00 99.00 99.00 999 1015.9  13.6  12.6 999.0 99.0 99.00 
2018 09 21 23 10 154  2.3  3.2 99.00 99.00 99.00 999 1015.9  13.6  12.6 999.0 99.0 99.00 
2018 09 21 23 20 162  2.3  3.7 99.00 99.00 99.00 999 1015.7  13.6  12.6 999.0 99.0 99.00 
2018 09 21 23 30 161  2.3  3.3 99.00 99.00 99.00 999 1015.8  13.6  12.7 999.0 99.0 99.00 
2018 09 21 23 40 166  2.1  3.0  1.14  7.69  5.89 310 1015.7  13.6  12.6 999.0 99.0 99.00 
2018 09 21 23 50 173  2.2  3.0 99.00 99.00 99.00 999 1015.7  13.6  12.7 999.0 99.0 99.00 
2018 09 22 00 00 185  2.5  3.3 99.00 99.00 99.00 999 1015.6  13.6  12.7 999.0 99.0 99.00 
2018 09 22 00 10 187  2.6  4.0 99.00 99.00 99.00 999 1015.6  13.7  12.7 999.0 99.0 99.00 
2018 09 22 00 20 196  2.8  4.0 99.00 99.00 99.00 999 1015.6  13.7  12.6 999.0 99.0 99.00 
2018 09 22 00 30 194  3.6  4.7 99.00 99.00 99.00 999 1015.6  13.7  12.6 999.0 99.0 99.00 
2018 09 22 00 40 190  2.9  4.0  1.08  7.69  5.67 305 1015.6  13.7  12.7 999.0 99.0 99.00 
2018 09 22 00 50 196  2.9  4.2 99.00 99.00 99.00 999 1015.6  13.7  12.7 999.0 99.0 99.00 
2018 09 22 01 00 193  2.8  3.8 99.00 99.00 99.00 999 1015.5  13.7  12.6 999.0 99.0 99.00 
2018 09 22 01 10 191  2.6  3.5 99.00 99.00 99.00 999 1015.5  13.6  12.7 999.0 99.0 99.00 
2018 09 22 01 20 192  2.2  2.8 99.00 99.00 99.00 999 1015.5  13.6  12.6 999.0 99.0 99.00 
2018 09 22 01 30 189  2.4  2.9 99.00 99.00 99.00 999 1015.5  13.6  12.6 999.0 99.0 99.00 
2018 09 22 01 40 195  2.4  4.0  1.00  8.33  5.68 303 1015.6  13.5  12.7 999.0 99.0 99.00 
2018 09 22 01 50 197  2.5  3.9 99.00 99.00 99.00 999 1015.7  13.6  12.7 999.0 99.0 99.00 
2018 09 22 02 00 205  2.9  4.3 99.00 99.00 99.00 999 1015.7  13.6  12.7 999.0 99.0 99.00 
2018 09 22 02 10 204  2.1  3.4 99.00 99.00 99.00 999 1015.8  13.6  12.7 999.0 99.0 99.00 
2018 09 22 02 20 199  2.4  3.9 99.00 99.00 99.00 999 1015.7  13.6  12.7 999.0 99.0 99.00 
2018 09 22 02 30 185  2.1  3.4 99.00 99.00 99.00 999 1015.7  13.5  12.8 999.0 99.0 99.00 
2018 09 22 02 40 202  2.8  4.0  1.03 17.39  5.91 180 1015.8  13.5  12.8 999.0 99.0 99.00 
2018 09 22 02 50 192  2.6  3.4 99.00 99.00 99.00 999 1015.9  13.5  12.8 999.0 99.0 99.00 
2018 09 22 03 00 195  2.1  3.7 99.00 99.00 99.00 999 1016.0  13.6  12.7 999.0 99.0 99.00 
2018 09 22 03 10 212  1.5  3.3 99.00 99.00 99.00 999 1016.1  13.5  12.8 999.0 99.0 99.00 
2018 09 22 03 20 203  1.8  3.6 99.00 99.00 99.00 999 1016.2  13.5  12.7 999.0 99.0 99.00 
2018 09 22 03 30 222  1.0  1.8 99.00 99.00 99.00 999 1016.2  13.5  12.7 999.0 99.0 99.00 
2018 09 22 03 40 194  1.8  3.5  0.99 16.00  5.85 205 1016.3  13.5  12.7 999.0 99.0 99.00 
2018 09 22 03 50 180  1.4  2.4 99.00 99.00 99.00 999 1016.3  13.4  12.7 999.0 99.0 99.00 
2018 09 22 04 00 170  1.3  2.8 99.00 99.00 99.00 999 1016.4  13.4  12.7 999.0 99.0 99.00 
2018 09 22 04 10 161  1.1  2.3 99.00 99.00 99.00 999 1016.2  13.4 999.0 999.0 99.0 99.00 
2018 09 22 04 20 146  1.2  2.3 99.00 99.00 99.00 999 1016.2  13.3  12.7 999.0 99.0 99.00 
