#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 04 25 13 50 143  0.5  1.6  1.53 14.81  9.83 275 1017.6  10.0  12.0 999.0 99.0 99.00
2018 04 25 14 50 219  2.7  4.0  1.59 13.79 10.61 272 1018.3  10.0  12.0 999.0 99.0 99.00
2018 04 25 15 50 245  1.4  2.6  1.61 14.81 10.88 267 1018.5  10.0  12.1 999.0 99.0 99.00
2018 04 25 16 50 230  1.1  2.6  1.44 14.81 10.52 267 1019.1  10.2  12.2 999.0 99.0 99.00
2018 04 25 17 50 220  1.2  2.2  1.47 13.79 10.45 273 1019.4  10.5  12.3 999.0 99.0 99.00
2018 04 25 18 50 264  1.6  3.4  1.57 12.90 10.74 272 1019.7  10.6  12.6 999.0 99.0 99.00
2018 04 25 19 50 244  2.2  3.4  1.59 13.79 10.66 265 1019.6  10.8  12.8 999.0 99.0 99.00
2018 04 25 20 50 275  2.3  3.6  1.64 11.43 10.35 274 1019.1  11.0  13.1 999.0 99.0 99.00
2018 04 25 21 50 252  2.5  3.6  1.39 14.81 10.02 288 1019.0  11.0  13.1 999.0 99.0 99.00
2018 04 25 22 50 252  2.5  3.6  1.55 11.43 10.22 280 1018.6  11.2  13.2 999.0 99.0 99.00
2018 04 25 23 50 260  2.7  3.6  1.62 13.79 10.29 282 1018.1  11.4  13.2 999.0 99.0 99.00
2018 04 26 00 50 266  3.5  4.9  1.70 12.12 10.59 274 1017.9  11.3  13.3 999.0 99.0 99.00
2018 04 26 01 50 262  3.8  5.4  1.33 12.12  9.51 274 1017.8  11.2  13.2 999.0 99.0 99.00
2018 04 26 02 50 281  3.5  4.5  1.33 13.79  9.93 284 1018.0  11.2  13.2 999.0 99.0 99.00
2018 04 26 03 50 284  3.6  5.6  1.57 13.79 10.47 284 1018.0  11.1  12.9 999.0 99.0 99.00
2018 04 26 04 50 297  2.2  2.9  1.57 12.90 10.53 286 1018.3  11.0  12.7 999.0 99.0 99.00
2018 04 26 05 50 273  3.2  4.8  1.31 13.79  9.97 261 1018.3  11.0  12.5 999.0 99.0 99.00
2018 04 26 06 50 252  2.2  3.0  1.57 12.90 10.27 278 1018.2  11.0  12.4 999.0 99.0 99.00
2018 04 26 07 50 282  2.5  3.9  1.44 12.90  9.86 269 1018.3  10.9  12.3 999.0 99.0 99.00
2018 04 26 08 50 286  2.5  3.6  1.41 13.79 10.20 270 1018.1  10.8  12.2 999.0 99.0 99.00
2018 04 26 09 50 299  2.3  4.1  1.21 11.43  9.25 273 1017.7  10.6  12.3 999.0 99.0 99.00
2018 04 26 10 50 281  2.9  4.5  1.44 12.12 10.23 273 1017.7  10.6  12.3 999.0 99.0 99.00
2018 04 26 11 50 305  4.1  5.4  1.51 12.12 10.38 264 1017.5  10.7  12.1 999.0 99.0 99.00
2018 04 26 12 50 289  3.4  5.5  1.33 12.90 10.08 289 1017.2  10.6  12.0 999.0 99.0 99.00
2018 04 26 13 50 301  3.5  5.2  1.35 12.90  9.81 280 1017.2  10.4  11.9 999.0 99.0 99.00
2018 04 26 14 50 293  3.6  5.1  1.46 12.90  9.91 275 1017.6  10.5  11.9 999.0 99.0 99.00
2018 04 26 15 50 305  4.2  5.6  1.48 10.81  9.56 292 1017.8  10.5  12.0 999.0 99.0 99.00
2018 04 26 16 50 303  4.2  5.5  1.50 10.81  9.48 276 1018.0  10.6  12.0 999.0 99.0 99.00
2018 04 26 17 50 292  4.4  5.8  1.37 10.81  8.91 261 1018.2  10.7  12.1 999.0 99.0 99.00
2018 04 26 18 50 279  3.3  5.1  1.41 12.90  9.21 248 1018.3  10.7  12.1 999.0 99.0 99.00
2018 04 26 19 50 286  3.4  4.2  1.51 12.12  9.16 256 1018.0  10.9  12.2 999.0 99.0 99.00
2018 04 26 20 50 293  3.9  5.5  1.40 12.12  8.88 276 1017.6  11.0  12.4 999.0 99.0 99.00
2018 04 26 21 50 286  4.4  6.3  1.31 12.12  8.48 279 1017.4  11.2  12.4 999.0 99.0 99.00
2018 04 26 22 50 293  5.0  6.1  1.49 12.12  8.60 274 1016.8  11.4  12.3 999.0 99.0 99.00
2018 04 26 23 50 289  5.2  6.4  1.46 11.43  8.00 264 1016.3  11.5  12.2 999.0 99.0 99.00
2018 04 27 00 50 294  4.7  5.6  1.36 12.12  7.69 275 1016.0  11.6  12.2 999.0 99.0 99.00
2018 04 27 01 50 288  5.2  6.3  1.54 11.43  8.31 279 1015.9  11.5  12.0 999.0 99.0 99.00
2018 04 27 02 50 288  6.2  7.9  1.45 11.43  7.93 290 1015.8  11.5  11.7 999.0 99.0 99.00
2018 04 27 03 50 284  4.0  4.6  1.44 10.81  8.10 290 1016.2  11.5  11.6 999.0 99.0 99.00
2018 04 27 04 50 285  3.2  4.3  1.40 10.81  8.16 295 1016.9  11.5  11.6 999.0 99.0 99.00
2018 04 27 05 50 271  2.7  3.7  1.55 10.81  8.67 289 1017.3  11.6  11.6 999.0 99.0 99.00
2018 04 27 06 50 255  2.4  3.0  1.36 10.81  8.04 289 1017.4  11.7  11.6 999.0 99.0 99.00
2018 04 27 07 50 222  3.5  4.2  1.51 10.81  8.74 277 1017.3  11.8  11.7 999.0 99.0 99.00
2018 04 27 08 50 207  2.9  3.6  1.33 10.81  8.51 286 1017.3  11.7  11.7 999.0 99.0 99.00
2018 04 27 09 50 209  3.4  4.1  1.50 12.12  9.27 293 1017.5  11.8  12.0 999.0 99.0 99.00
2018 04 27 10 50 209  2.3  2.9  1.47 10.81  9.12 301 1017.6  12.0  12.1 999.0 99.0 99.00
2018 04 27 11 50 195  2.9  3.7  1.27 10.00  8.77 293 1017.8  12.0  12.1 999.0 99.0 99.00
2018 04 27 12 50 202  3.1  3.7  1.52 16.00  9.38 204 1017.9  11.9  12.0 999.0 99.0 99.00
2018 04 27 13 50 206  2.1  2.5  1.34 14.81  8.93 200 1018.4  11.8  11.9 999.0 99.0 99.00
2018 04 27 14 50 210  2.5  2.9  1.31 11.43  9.07 308 1019.2  11.9  11.9 999.0 99.0 99.00
2018 04 27 15 50 206  2.4  2.9  1.38 14.81  9.46 212 1019.6  12.1  11.9 999.0 99.0 99.00
2018 04 27 16 50 193  1.6  2.1  1.37 14.81  9.24 192 1019.8  12.2  12.1 999.0 99.0 99.00
2018 04 27 17 50 233  2.2  2.8  1.44 14.81  9.31 208 1020.1  12.6  12.5 999.0 99.0 99.00
2018 04 27 18 50 227  2.1  2.5  1.23 14.81  8.78 228 1020.5  13.0  13.0 999.0 99.0 99.00
2018 04 27 19 50 229  2.9  3.5  1.29 10.00  8.99 273 1020.5  13.2  13.5 999.0 99.0 99.00
2018 04 27 20 50 228  3.1  3.8  1.35 14.81  9.30 215 1020.5  13.4  13.9 999.0 99.0 99.00
2018 04 27 21 50 222  2.7  3.3  1.37 14.81  9.88 213 1020.5  13.5  14.2 999.0 99.0 99.00
2018 04 27 22 50 238  3.7  4.4  1.26 14.81  9.05 224 1020.0  13.7  14.3 999.0 99.0 99.00
2018 04 27 23 50 258  4.1  4.9  1.47 14.81  9.60 195 1019.9  13.5  14.1 999.0 99.0 99.00
2018 04 28 00 50 267  4.1  4.9  1.41 16.00  8.98 237 1019.8  13.4  13.7 999.0 99.0 99.00
2018 04 28 01 50 270  3.2  4.3  1.47 14.81  9.46 206 1019.4  13.4  13.7 999.0 99.0 99.00
2018 04 28 02 50 266  2.8  3.8  1.43 14.81  9.69 216 1019.3  13.2  13.9 999.0 99.0 99.00
2018 04 28 03 50 265  3.7  4.4  1.44 14.81  9.44 236 1019.4  13.0  13.9 999.0 99.0 99.00
2018 04 28 04 50 259  2.9  3.7  1.47 14.81  9.65 265 1019.6  12.9  13.8 999.0 99.0 99.00
2018 04 28 05 50 254  3.2  4.2  1.52 14.81  9.90 281 1019.5  12.8  13.7 999.0 99.0 99.00
2018 04 28 06 50 252  3.3  4.1  1.80 14.81 10.99 235 1019.2  12.8  13.7 999.0 99.0 99.00
2018 04 28 07 50 245  3.3  3.9  1.42 13.79  9.88 256 1019.1  12.9  13.7 999.0 99.0 99.00
2018 04 28 08 50 260  3.9  4.8  1.61 14.81 10.18 218 1019.1  13.0  13.7 999.0 99.0 99.00
2018 04 28 09 50 272  5.5  6.7  1.71 14.81 10.01 270 1018.5  13.0  13.5 999.0 99.0 99.00
2018 04 28 10 50 277  4.8  6.0  1.83 14.81  9.78 249 1018.2  12.9  13.0 999.0 99.0 99.00
2018 04 28 11 50 287  4.7  5.8  1.56 13.79  9.04 271 1018.0  12.7  12.6 999.0 99.0 99.00
2018 04 28 12 50 300  3.7  4.6  1.63 13.79  9.00 260 1018.0  12.5  12.7 999.0 99.0 99.00
2018 04 28 13 50 315  3.0  4.0  1.66 14.81  9.21 266 1018.3  12.4  13.0 999.0 99.0 99.00
2018 04 28 14 50 337  1.4  2.0  1.48 12.12  8.61 277 1018.7  12.5  13.1 999.0 99.0 99.00
2018 04 28 15 50 231  1.3  1.7  1.40 12.90  8.42 283 1018.6  12.7  13.2 999.0 99.0 99.00
2018 04 28 16 50 260  3.4  4.5  1.48 13.79  8.62 281 1018.8  12.8  13.4 999.0 99.0 99.00
2018 04 28 17 50 274  3.0  4.0  1.32 13.79  8.17 267 1019.3  12.8  13.6 999.0 99.0 99.00
2018 04 28 18 50 263  4.0  4.8  1.37 14.81  8.32 227 1019.5  12.9  13.8 999.0 99.0 99.00
2018 04 28 19 50 235  3.4  4.3  1.47 13.79  8.30 272 1019.1  13.1  13.9 999.0 99.0 99.00
2018 04 28 20 50 259  5.9  7.2  1.48 13.79  8.18 294 1019.1  13.1  14.0 999.0 99.0 99.00
2018 04 28 21 50 259  5.8  7.1  1.79 13.79  8.08 292 1018.9  13.1  13.9 999.0 99.0 99.00
2018 04 28 22 50 275  4.4  5.4  1.67 13.79  7.40 284 1018.3  12.5  13.8 999.0 99.0 99.00
2018 04 28 23 50 283  4.3  5.5  1.76 12.90  7.69 296 1017.9  12.7  13.8 999.0 99.0 99.00
2018 04 29 00 50 276  4.3  5.9  1.55 13.79  7.51 272 1018.1  12.7  13.8 999.0 99.0 99.00
2018 04 29 01 50 266  6.1  7.3  1.75 13.79  7.87 277 1017.7  12.7  13.6 999.0 99.0 99.00
2018 04 29 02 50 272  5.0  6.8  1.81 13.79  7.61 260 1017.9  12.5  13.7 999.0 99.0 99.00
2018 04 29 03 50 279  4.7  5.5  1.68 16.00  7.74 213 1018.1  12.2  13.8 999.0 99.0 99.00
2018 04 29 04 50 285  5.8  7.0  1.86 13.79  8.06 280 1018.7  12.4  13.8 999.0 99.0 99.00
2018 04 29 05 50 281  6.6  7.8  1.80 12.90  7.82 266 1018.7  12.0  13.8 999.0 99.0 99.00
2018 04 29 06 50 266  5.7  6.8  1.76 13.79  7.25 303 1018.6  11.7  13.8 999.0 99.0 99.00
2018 04 29 07 50 281  5.3  6.4  1.63 13.79  7.23 273 1018.6  12.2  13.8 999.0 99.0 99.00
2018 04 29 08 50 297  4.8  6.4  1.64 13.79  7.13 292 1018.8  11.6  13.8 999.0 99.0 99.00
2018 04 29 09 50 299  6.2  7.5  1.63 13.79  7.23 246 1018.5  12.1  13.6 999.0 99.0 99.00
2018 04 29 10 50 294  4.4  5.2  1.58 12.90  7.08 263 1018.4  12.0  13.5 999.0 99.0 99.00
2018 04 29 11 50 299  6.0  7.7  1.70 12.12  7.21 287 1018.1  12.1  13.1 999.0 99.0 99.00
2018 04 29 12 50 315  4.6  5.6  1.70 12.90  7.09 282 1017.9  11.7  12.7 999.0 99.0 99.00
2018 04 29 13 50 305  7.2  9.0  1.76 13.79  6.96 259 1018.3  12.0  12.6 999.0 99.0 99.00
2018 04 29 14 50 312  6.2  7.2  1.94 13.79  7.28 266 1018.8  12.0  12.6 999.0 99.0 99.00
2018 04 29 15 50 303  5.4  6.7  1.72 13.79  6.56 244 1019.0  12.1  12.7 999.0 99.0 99.00
2018 04 29 16 50 295  6.4  8.0  1.79 13.79  7.21 259 1019.4  11.8  12.9 999.0 99.0 99.00
2018 04 29 17 50 293  7.0  8.3  1.66 12.90  6.67 271 1019.7  12.1  13.1 999.0 99.0 99.00
2018 04 29 18 50 291  6.2  7.3  1.65 13.79  6.39 249 1019.8  12.1  13.3 999.0 99.0 99.00
2018 04 29 19 50 301  6.9  8.3  1.65 13.79  6.45 265 1019.7  12.2  13.5 999.0 99.0 99.00
2018 04 29 20 50 287  6.1  7.6  1.80 12.90  6.95 267 1019.2  12.1  13.6 999.0 99.0 99.00
2018 04 29 21 50 291  7.1  8.5  1.70 12.90  6.74 274 1019.1  12.4  13.7 999.0 99.0 99.00
2018 04 29 22 50 288  7.6  9.3  1.75 13.79  6.75 280 1018.8  12.4  13.7 999.0 99.0 99.00
2018 04 29 23 50 288  7.9  9.5  1.84 12.12  6.61 285 1018.4  12.6  13.7 999.0 99.0 99.00
2018 04 30 00 50 297  8.5 10.3  1.57 13.79  5.80 228 1018.2  12.5  13.8 999.0 99.0 99.00
2018 04 30 01 50 302 10.1 12.2  1.63 12.12  5.50 283 1017.9  12.5  13.8 999.0 99.0 99.00
2018 04 30 02 50 302  9.7 11.5  1.77 12.90  5.38 284 1017.9  12.3  13.6 999.0 99.0 99.00
2018 04 30 03 50 307 11.0 12.6  1.76 13.79  5.59 231 1018.3  12.3  13.5 999.0 99.0 99.00
2018 04 30 04 50 312 11.6 13.8  2.01 12.90  5.32 281 1018.3  12.1  13.4 999.0 99.0 99.00
2018 04 30 05 50 314 11.5 13.4  2.19  8.33  5.47 273 1018.1  11.9  13.3 999.0 99.0 99.00
2018 04 30 06 50 309 11.5 13.8  2.13  6.25  5.33 297 1018.1  11.7  12.7 999.0 99.0 99.00
2018 04 30 07 50 316 10.3 12.2  2.22  6.67  5.61 291 1018.2  11.5  12.3 999.0 99.0 99.00
2018 04 30 08 50 315 10.9 13.0  2.16  7.14  5.74 273 1018.0  11.4  12.0 999.0 99.0 99.00
2018 04 30 09 50 313 10.2 12.4  2.18  7.69  5.89 275 1018.0  11.2  11.9 999.0 99.0 99.00
2018 04 30 10 50 312 10.9 12.9  2.24  8.33  5.85 286 1017.5  11.2  11.7 999.0 99.0 99.00
2018 04 30 11 50 313 12.0 15.0  2.34  8.33  5.88 275 1017.5  11.1  11.5 999.0 99.0 99.00
2018 04 30 12 50 308 12.1 15.3  2.68  7.69  6.17 287 1017.2  11.0  11.3 999.0 99.0 99.00
2018 04 30 13 50 312 11.7 13.8  2.77  7.69  6.32 292 1017.3  10.9  11.2 999.0 99.0 99.00
2018 04 30 14 50 314 11.3 13.6  2.68  7.69  6.22 302 1017.8  11.0  11.3 999.0 99.0 99.00
2018 04 30 15 50 311 11.8 14.5  2.68  7.69  6.23 292 1017.4  11.0  11.3 999.0 99.0 99.00
2018 04 30 16 50 318 10.2 12.1  2.56  7.69  6.19 303 1017.4  11.0  11.3 999.0 99.0 99.00
2018 04 30 17 50 314 11.7 14.0  2.47  9.09  6.19 288 1017.5  11.0  11.3 999.0 99.0 99.00
2018 04 30 18 50 315 11.3 14.1  2.55  8.33  5.96 289 1017.5  11.0  11.3 999.0 99.0 99.00
2018 04 30 19 50 313 11.8 14.7  2.60  8.33  6.03 294 1017.3  10.9  11.3 999.0 99.0 99.00
2018 04 30 20 50 310 11.8 14.2  2.58  8.33  6.13 297 1017.0  10.9  11.3 999.0 99.0 99.00
2018 04 30 21 50 312 11.5 14.3  2.59  7.69  6.12 295 1016.4  10.9  11.3 999.0 99.0 99.00
2018 04 30 22 50 315 11.1 13.1  2.61  8.33  6.17 295 1015.6  10.9  11.3 999.0 99.0 99.00
2018 04 30 23 50 314 11.0 13.7  2.84  7.14  6.24 301 1015.0  10.9  11.3 999.0 99.0 99.00
2018 05 01 00 50 308 12.0 15.3  2.74  8.33  6.23 297 1014.8  11.0  11.2 999.0 99.0 99.00
2018 05 01 01 50 313 12.7 15.3  2.84  9.09  6.20 302 1014.4  10.9  11.2 999.0 99.0 99.00
2018 05 01 02 50 312 14.2 18.1  3.07  9.09  6.17 302 1013.5  10.7  11.1 999.0 99.0 99.00
2018 05 01 03 50 314 14.6 18.0  3.05  9.09  6.25 305 1013.2  10.5  10.9 999.0 99.0 99.00
2018 05 01 04 50 316 14.2 17.7  3.56  8.33  6.53 301 1012.9  10.4  10.7 999.0 99.0 99.00
2018 05 01 05 50 316 13.3 15.6  3.27  9.09  6.50 301 1012.4  10.4  10.4 999.0 99.0 99.00
2018 05 01 06 50 323 10.8 13.4  3.13  9.09  6.53 300 1012.5  10.3  10.3 999.0 99.0 99.00
2018 05 01 07 50 323  9.2 10.8  2.75  9.09  6.45 303 1012.3  10.2  10.3 999.0 99.0 99.00
2018 05 01 08 50 324  8.7 10.5  2.63 10.00  6.63 295 1012.0  10.1  10.3 999.0 99.0 99.00
2018 05 01 09 50 325  8.5 10.2  2.46 10.81  6.64 295 1011.7  10.1  10.2 999.0 99.0 99.00
2018 05 01 10 50 321  8.0  9.8  2.40 10.81  6.76 300 1011.7  10.0  10.2 999.0 99.0 99.00
2018 05 01 11 50 317  7.6  8.9  2.34 10.00  6.72 296 1011.8  10.0  10.2 999.0 99.0 99.00
2018 05 01 12 50 321  6.4  7.9  2.15 10.81  6.28 286 1011.8   9.9  10.2 999.0 99.0 99.00
2018 05 01 13 50 329  4.8  5.9  2.23 10.00  6.69 295 1011.6   9.8  10.2 999.0 99.0 99.00
2018 05 01 14 50 322  7.5  8.8  2.30  8.33  6.74 298 1012.4   9.9  10.2 999.0 99.0 99.00
2018 05 01 15 50 323  8.3  9.8  2.08 10.81  6.25 278 1012.9  10.0  10.3 999.0 99.0 99.00
2018 05 01 16 50 314  8.4  9.8  2.18  9.09  6.39 299 1012.8  10.1  10.3 999.0 99.0 99.00
2018 05 01 17 50 308  7.9  9.3  2.08 10.00  6.42 286 1012.9  10.2  10.4 999.0 99.0 99.00
2018 05 01 18 50 306  7.7  9.2  2.22 10.00  6.48 298 1012.7  10.3  10.5 999.0 99.0 99.00
2018 05 01 19 50 302  7.9  9.2  2.15 10.81  6.49 298 1012.2  10.4  10.6 999.0 99.0 99.00
2018 05 01 20 50 303  8.4 10.1  2.05 10.81  6.38 300 1011.9  10.5  10.7 999.0 99.0 99.00
2018 05 01 21 50 306  9.5 10.9  2.09 10.00  6.32 304 1011.9  10.6  10.8 999.0 99.0 99.00
2018 05 01 22 50 308  8.4 10.3  2.09 10.81  6.37 299 1011.3  10.7  10.8 999.0 99.0 99.00
2018 05 01 23 50 307  7.3  9.0  2.17 10.00  6.40 301 1011.1  10.8  10.9 999.0 99.0 99.00
2018 05 02 00 50 305  7.7  9.1  2.02 10.00  6.39 304 1011.0  10.9  10.8 999.0 99.0 99.00
2018 05 02 01 50 306  8.8 10.6  2.22  7.14  6.24 298 1010.9  10.9  10.7 999.0 99.0 99.00
2018 05 02 02 50 301 10.2 12.0  2.44 10.00  6.22 303 1010.7  10.8  10.5 999.0 99.0 99.00
2018 05 02 03 50 298  8.9 11.1  2.42 10.00  6.13 306 1011.4  10.8  10.4 999.0 99.0 99.00
2018 05 02 04 50 297 10.4 13.1  2.54  9.09  6.38 305 1011.4  10.9  10.3 999.0 99.0 99.00
2018 05 02 05 50 305  8.9 11.9  2.53 10.00  6.18 307 1011.9  10.7  10.3 999.0 99.0 99.00
2018 05 02 06 50 312  7.0  8.5  2.68 10.00  6.54 307 1012.0  10.5  10.3 999.0 99.0 99.00
2018 05 02 07 50 310  6.5  8.1  2.85  9.09  6.75 295 1011.6  10.4  10.2 999.0 99.0 99.00
2018 05 02 08 50 297  5.2  7.4  2.96  9.09  7.09 301 1011.4  10.3  10.2 999.0 99.0 99.00
2018 05 02 09 50 286  3.7  5.0  2.85 10.81  7.34 299 1011.4  10.2  10.2 999.0 99.0 99.00
2018 05 02 10 50 243  1.0  2.8  2.92 10.00  7.34 290 1011.6  10.0  10.1 999.0 99.0 99.00
2018 05 02 11 50 171  2.0  3.2  2.60 10.00  7.32 299 1011.7   9.9  10.1 999.0 99.0 99.00
2018 05 02 12 50 161  3.6  5.3  2.46 10.81  7.46 307 1012.6   9.6  10.0 999.0 99.0 99.00
2018 05 02 13 50 164  5.1  6.9  2.31 10.81  7.41 296 1013.7  10.2  10.0 999.0 99.0 99.00
2018 05 02 14 50 172  4.4  5.8  2.37 11.43  7.79 303 1014.4  10.2  10.1 999.0 99.0 99.00
2018 05 02 15 50 166  4.7  6.1  2.53 10.00  7.83 315 1014.9  10.7  10.2 999.0 99.0 99.00
2018 05 02 16 50 184  3.9  5.4  2.49 11.43  7.87 313 1015.7  10.6  10.2 999.0 99.0 99.00
2018 05 02 17 50 193  4.3  5.5  2.32 11.43  7.56 315 1016.4  10.5  10.4 999.0 99.0 99.00
2018 05 02 18 50 210  5.1  5.9  2.23 10.81  7.41 320 1016.8  10.4  10.7 999.0 99.0 99.00
2018 05 02 19 50 232  4.1  4.9  2.25 10.00  7.62 319 1017.3  10.5  10.9 999.0 99.0 99.00
2018 05 02 20 50 239  1.9  2.8  2.07 10.81  7.41 312 1017.5  10.7  11.1 999.0 99.0 99.00
2018 05 02 21 50 257  2.7  3.4  2.10 10.81  7.50 311 1017.6  10.7  11.3 999.0 99.0 99.00
2018 05 02 22 50 258  2.7  3.8  2.03 10.00  7.47 311 1017.6  10.9  11.5 999.0 99.0 99.00
2018 05 02 23 50 239  1.9  2.8  2.00 10.00  7.20 307 1017.5  11.1  11.7 999.0 99.0 99.00
2018 05 03 00 50 223  1.9  2.7  1.64 10.00  6.81 312 1017.5  10.7  11.9 999.0 99.0 99.00
2018 05 03 01 50 256  2.6  4.2  1.74 10.00  7.06 303 1018.0   9.9  11.9 999.0 99.0 99.00
2018 05 03 02 50 278  2.2  3.8  1.82  9.09  7.06 303 1018.5   9.5  11.7 999.0 99.0 99.00
2018 05 03 03 50 306  4.0  5.3  1.63  9.09  7.13 305 1019.3   9.6  11.5 999.0 99.0 99.00
2018 05 03 04 50 271  1.0  1.5  1.55  9.09  7.05 314 1020.0   9.9  11.3 999.0 99.0 99.00
2018 05 03 05 50 233  2.2  3.6  1.68  9.09  7.30 316 1020.4  10.6  11.2 999.0 99.0 99.00
2018 05 03 06 50 256  3.0  4.8  1.79  9.09  7.44 312 1020.6  10.6  11.2 999.0 99.0 99.00
2018 05 03 07 50 248  3.0  4.4  1.67 10.00  7.21 309 1020.9  10.6  11.1 999.0 99.0 99.00
2018 05 03 08 50 242  2.7  3.8  1.56  9.09  7.35 305 1021.1  10.4  11.1 999.0 99.0 99.00
2018 05 03 09 50 272  3.0  4.3  1.54  9.09  7.65 307 1021.2  10.4  11.0 999.0 99.0 99.00
2018 05 03 10 50 249  2.9  4.4  1.52  8.33  7.58 314 1021.9  10.5  11.0 999.0 99.0 99.00
2018 05 03 11 50 278  2.6  4.5  1.56  8.33  7.50 308 1021.8  10.5  11.0 999.0 99.0 99.00
2018 05 03 12 50 277  2.6  4.3  1.31  8.33  7.20 308 1022.0  10.4  11.0 999.0 99.0 99.00
2018 05 03 13 50 278  4.0  4.8  1.33  8.33  7.04 313 1022.9  10.2  11.0 999.0 99.0 99.00
2018 05 03 14 50 281  3.1  3.9  1.21  9.09  6.90 310 1023.9  10.2  11.0 999.0 99.0 99.00
2018 05 03 15 50 279  2.7  3.4  1.24  9.09  7.00 314 1024.7  10.1  11.0 999.0 99.0 99.00
2018 05 03 16 50 272  2.1  2.7  1.22 10.00  6.95 294 1025.0  10.3  11.1 999.0 99.0 99.00
2018 05 03 17 50 262  2.1  2.7  1.23 10.00  6.86 291 1025.6  10.4  11.2 999.0 99.0 99.00
2018 05 03 19 50 277  2.1  2.6  1.13 10.00  6.96 314 1025.7  10.8  11.6 999.0 99.0 99.00
2018 05 03 20 50 296  2.6  3.1  1.04 10.81  6.62 290 1025.4  11.0  11.9 999.0 99.0 99.00
2018 05 03 21 50 295  1.9  2.6  1.10 10.81  7.25 294 1025.0  11.1  12.1 999.0 99.0 99.00
2018 05 03 22 50 312  3.6  5.2  1.08 10.00  7.18 308 1024.2  11.2  12.4 999.0 99.0 99.00
2018 05 03 23 50 292  4.7  5.8  1.17 10.81  7.49 293 1023.6  11.3  12.4 999.0 99.0 99.00
2018 05 04 00 50 299  6.8  8.4  1.16  9.09  7.29 296 1023.6  11.1  12.4 999.0 99.0 99.00
2018 05 04 01 50 308  7.7  9.9  1.18 10.00  6.23 284 1023.3  11.0  12.0 999.0 99.0 99.00
2018 05 04 02 50 310  6.6  8.1  1.27 10.00  5.99 287 1023.2  11.1  11.7 999.0 99.0 99.00
2018 05 04 03 50 308  6.8  8.4  1.11  9.09  5.57 289 1023.4  11.0  11.5 999.0 99.0 99.00
2018 05 04 04 50 312  6.3  7.9  1.10 10.00  5.66 282 1023.9  11.0  11.3 999.0 99.0 99.00
2018 05 04 05 50 306  4.8  5.8  1.00 13.79  5.75 220 1024.2  11.0  11.3 999.0 99.0 99.00
2018 05 04 06 50 298  6.0  7.3  0.98 10.00  5.66 282 1024.3  11.0  11.3 999.0 99.0 99.00
2018 05 04 07 50 306  7.2  9.3  0.99 10.00  4.93 274 1024.3  10.9  11.2 999.0 99.0 99.00
2018 05 04 08 50 318  6.8  7.8  1.05 10.81  4.95 284 1024.2  10.6  11.1 999.0 99.0 99.00
2018 05 04 09 50 314  6.1  7.6  1.06 13.79  5.02 242 1023.6  10.3  11.0 999.0 99.0 99.00
2018 05 04 10 50 326  4.3  5.6  1.06 13.79  5.37 218 1022.9   9.9  10.9 999.0 99.0 99.00
2018 05 04 11 50 323  6.0  7.7  1.03 10.81  5.35 262 1023.7   9.9  10.9 999.0 99.0 99.00
2018 05 04 12 50 308  6.5  8.4  1.07 10.00  5.03 270 1023.8  10.0  10.8 999.0 99.0 99.00
2018 05 04 13 50 324  4.8  6.0  1.08 12.90  5.09 241 1023.8   9.8  10.7 999.0 99.0 99.00
2018 05 04 14 50 334  2.6  5.0  0.99 10.00  5.19 289 1024.1   9.7  10.7 999.0 99.0 99.00
2018 05 04 15 50 318  3.1  4.8  1.01  9.09  5.59 279 1024.5   9.4  10.8 999.0 99.0 99.00
2018 05 04 16 50 330  6.3  7.6  0.98  9.09  5.62 292 1025.1   9.3  10.8 999.0 99.0 99.00
2018 05 04 17 50 320  6.1  7.5  0.97  9.09  5.53 298 1025.0   9.9  10.8 999.0 99.0 99.00
2018 05 04 18 50 312  5.6  7.3  0.88 12.90  5.12 261 1025.2  10.2  10.9 999.0 99.0 99.00
2018 05 04 19 50 317  6.2  7.5  0.98 12.90  5.37 226 1024.4  10.1  11.0 999.0 99.0 99.00
2018 05 04 20 50 307  7.0  8.6  1.04 12.90  4.99 232 1023.9  10.1  11.1 999.0 99.0 99.00
2018 05 04 21 50 312  6.4  8.0  1.02 12.90  5.07 250 1022.8  10.4  11.1 999.0 99.0 99.00
2018 05 04 22 50 304  7.2  8.5  1.04 12.12  4.91 277 1022.0  10.7  11.2 999.0 99.0 99.00
2018 05 04 23 50 309  7.4  8.6  1.04 10.00  4.82 288 1021.5  10.9  11.3 999.0 99.0 99.00
2018 05 05 00 50 311  8.0  9.3  1.10 12.12  4.90 268 1020.7  11.1  11.3 999.0 99.0 99.00
2018 05 05 01 50 305  9.3 11.3  1.16 11.43  4.60 306 1020.7  11.0  11.1 999.0 99.0 99.00
2018 05 05 02 50 311  9.2 10.9  1.12  4.17  4.33 314 1020.6  10.9  11.0 999.0 99.0 99.00
2018 05 05 03 50 307  8.4  9.5  1.14  4.00  4.49 306 1020.7  10.8  10.9 999.0 99.0 99.00
2018 05 05 04 50 302  7.8  9.7  1.11 11.43  4.35 288 1020.7  10.8  10.9 999.0 99.0 99.00
